nickName,2.0,3.0,4.0,5.0,6.0,7.0,8.0
49ers,0.34907407407407404,0.45,0.6903614457831325,0.5296089385474861,0.17710843373493976,0.9549019607843136,0.4192307692307693
Bears,0.6358333333333335,0.0,0.09941972920696324,0.3672727272727273,0.22745098039215686,0.6768292682926829,0.76875
Bengals,0.4099415204678362,0.4136363636363637,0.3570224719101123,0.5994505494505495,0.3113402061855671,0.3424242424242424,0.6787234042553191
Bills,0.5848484848484848,0.26666666666666666,0.15581761006289313,0.435,0.3482412060301508,0.5484848484848486,0.029906542056074768
Broncos,0.6923076923076923,1.0125000000000002,0.1022167487684729,0.4920454545454546,0.2348314606741573,0.4067961165048544,0.3402298850574713
Browns,0.7306930693069308,1.0,0.5282700421940928,0.3689655172413792,0.19292035398230087,0.19714285714285715,0.4739130434782609
Buccaneers,0.3441176470588236,0.6818181818181818,0.3852242744063325,0.4037878787878788,0.15357142857142858,0.4021978021978022,0.25659340659340657
Cardinals,0.369,0.6263157894736843,0.21432160804020106,1.2486486486486486,0.4087500000000001,0.2318681318681319,0.9304347826086956
Chargers,0.32307692307692304,0.30000000000000004,0.1544662309368192,0.5004255319148937,0.3732240437158471,0.1834645669291339,0.17155963302752295
Chiefs,0.5658119658119658,2.32,0.2962151394422309,0.4524886877828055,0.2342541436464088,0.4142857142857143,0.5785046728971962
Colts,0.9,0.8095238095238095,0.2401496259351621,1.2100000000000004,0.33732718894009217,0.11166666666666666,0.4938144329896907
Cowboys,0.25,0.24102564102564106,0.1907407407407408,0.2648535564853557,0.33142857142857146,0.21122448979591835,0.12442748091603055
Dolphins,0.17198275862068968,1.0818181818181818,0.2552715654952076,0.3695238095238095,0.09308510638297872,0.2314814814814815,0.3272727272727273
Eagles,1.4189189189189186,0.0,0.5737051792828688,0.5711711711711711,0.7421052631578947,0.2409090909090909,0.2697916666666667
Falcons,0.2858024691358025,0.4,0.3478802992518705,0.44722222222222224,0.2216748768472906,0.27440000000000003,0.3081632653061225
Football Team,0.5953488372093022,0.4466666666666666,0.4810185185185185,0.4094736842105263,0.32733333333333337,0.6657142857142857,0.4065420560747664
Giants,0.34402515723270444,0.05454545454545455,0.3370820668693008,0.4017142857142856,0.1994871794871795,0.07934782608695654,0.3772151898734177
Jaguars,1.1855670103092786,0.0782608695652174,0.20222222222222225,0.4653179190751445,0.20885416666666667,0.5171052631578948,0.21875
Jets,0.5756521739130435,0.10666666666666667,0.2596330275229358,0.40859728506787335,0.1167464114832536,0.16351351351351354,0.1827586206896552
Lions,0.9304347826086956,0.475,0.3784313725490196,0.29297297297297303,0.5672566371681417,0.7925000000000001,0.27582417582417584
Packers,0.3459302325581396,0.42,3.5558823529411763,0.5032786885245901,0.2284883720930233,0.4595238095238096,0.275
Panthers,0.5554838709677421,0.2902439024390244,0.5145833333333334,0.41771428571428576,0.2411483253588517,0.1711340206185567,0.14770642201834866
Patriots,0.6045977011494252,0.1642857142857143,0.3945147679324895,0.2911111111111111,0.11134020618556703,0.3984615384615385,0.4583333333333333
Raiders,0.4833333333333334,0.5666666666666667,0.4035911602209945,0.3858536585365855,0.2464285714285715,0.2736842105263157,0.04108527131782946
Rams,1.1341772151898732,0.6100000000000001,0.5036544850498339,0.4171296296296296,0.5572254335260114,0.43510638297872345,0.35096153846153844
Ravens,0.5887005649717514,0.3709677419354838,0.16186131386861316,0.5873170731707318,0.3423076923076923,0.5492537313432836,0.6260869565217392
Saints,1.3580246913580247,0.8666666666666666,0.3727272727272728,0.8254237288135594,0.2281690140845071,0.4,0.2222222222222222
Seahawks,0.4440366972477065,0.24375,0.5942028985507247,0.3783410138248848,0.9704918032786884,0.181,0.8362068965517241
Steelers,0.4664864864864865,0.5588235294117647,0.3776271186440678,0.21812688821752266,0.4496644295302014,0.8045454545454543,0.3016129032258064
Texans,0.7951219512195122,0.4083333333333334,0.4431623931623933,0.09422222222222222,0.2984375,0.3272727272727273,1.6775000000000002
Titans,0.31297709923664124,0.4833333333333334,0.3468553459119497,0.6162162162162163,0.5548387096774193,0.9388059701492538,0.2482142857142857
Vikings,0.4522292993630573,0.33055555555555555,0.4682310469314079,0.5684491978609625,0.1952606635071089,0.051333333333333335,0.5804597701149427
